Product_id,Name,Manufacturer,Category,Price,Stock
184,Grandfather clock,ReMarkable,House Items,1806,11
185,Black Series Water purifier,Huawei,Appliance,660,15
186,Ultra Banknote counter,Apple,IT,261,11
187,Black Series Remote control,Huawei,Constructions,1822,6
188,Black Series Drill,Asus,Constructions,1420,13
189,Ultra Digital camera,Toshiba,House Items,2879,5
190,Black Series Tablet,Huawei,Constructions,282,11
191,Super Scanner,Hama,House Items,1066,4
192,Black Series Fan,Nokia,House Items,1438,6
193,Super Banknote counter,Emerson,Constructions,1178,4
194,Speakers,Asus,House Items,312,1
195,Ultra Electric razor,Logitech,House Items,596,13
196,Air conditioner,ReMarkable,Constructions,2616,8
197,Ultra Alarm clock,Samsung,Appliance,1360,2
198,Super Scanner,Huawei,Constructions,890,10
199,Inkjet printer,Bosch,House Items,1409,7
200,Game controller,Yamaha,Appliance,1074,15
201,Fish tank,Nokia,Constructions,2690,7
202,Ultra Bluetooth speaker,Logitech,IT,2226,5
203,Clothes dryer,Hama,IT,1187,6
204,Black Series Juicer,Apple,Constructions,866,10
205,Facial cleansing machine,Nintendo,IT,1607,4
206,Microphone,Nintendo,House Items,2630,15
207,Ultra Facial cleansing machine,Bosch,Appliance,154,13
208,Super Chandelier,Nokia,Appliance,1174,9
209,Ultra Mouse,Apple,House Items,2875,14
210,Ultra Bread maker,ReMarkable,IT,51,1
211,Ultra Smart television,Hama,Appliance,1028,8
212,Speakers,Hama,House Items,2714,11
213,Super Oil-free fryer,Nintendo,Constructions,2307,9
214,Super Scanner,Asus,Constructions,1964,10
215,Super Electric guitar,Lenovo,IT,1032,5
216,Black Series Ceiling fan,Philips,House Items,2564,12
217,Super Drill,Toshiba,House Items,170,9
218,Microphone,Philips,IT,2228,12
219,Black Series Projector,Huawei,Constructions,2384,3
220,Banknote counter,Yamaha,IT,843,1
221,Super Game controller,Logitech,Constructions,2528,2
222,Black Series Electric grill,Toshiba,Constructions,1190,3
223,Ultra Kettle,Huawei,Appliance,323,8
224,Super Headset,Apple,Appliance,892,15
225,Bluetooth speaker,Hama,Constructions,1728,7
226,Black Series Remote control,ReMarkable,House Items,2381,6
227,Ultra Smart television,Apple,Constructions,2762,8
228,Sewing machine,Emerson,Appliance,1559,12
229,Black Series Electric pencil sharpener,Bosch,IT,1170,11
230,Ultra Mixer,Yamaha,House Items,2103,8
231,Iron,Logitech,Appliance,304,1
232,Hair dryer,Huawei,Constructions,974,4
233,Black Series Grandfather clock,Huawei,Appliance,1879,9
234,Ultra Oven,Yamaha,House Items,1536,5
235,Super Garage,Nokia,IT,1736,4
236,Super Kettle,Nokia,IT,2729,10
237,Water purifier,DeWalt,Constructions,1473,7
238,Super Piano,ReMarkable,Constructions,1935,9
239,Super Reading lamp,Emerson,House Items,1314,1
240,Ultra Webcam,Toshiba,IT,2009,2
241,Ultra Headset,Nintendo,House Items,948,15
242,Ultra Juicer,Emerson,Constructions,876,9
243,Super Watch,Hama,Appliance,853,2
244,Coffee maker,Bosch,Appliance,1047,7
245,Meat grinder,Emerson,Appliance,1811,10
246,Smart television,Emerson,IT,1405,2
247,Calculator,Logitech,IT,2444,10
248,Ultra Exhaust fan,Toshiba,Appliance,1944,15
249,Oven,DeWalt,Constructions,1118,6
250,Super Bread maker,Samsung,Constructions,1351,9
251,Bluetooth speaker,ReMarkable,Constructions,50,12
252,Ultra Mosquito racket,Logitech,House Items,1020,8
253,Black Series Sewing machine,Yamaha,Constructions,921,2
254,Super Laser printer,ReMarkable,Appliance,1325,12
255,Ultra Wifi modem,Asus,House Items,1998,5
256,Ultra Bluetooth speaker,Lenovo,IT,1425,5
257,Ultra Water heater,Toshiba,IT,2536,1
258,Super Printer,Logitech,IT,236,3
259,Super Earphones,Emerson,House Items,263,8
260,Black Series Toaster,Huawei,Constructions,2504,5
261,Torch,Toshiba,Constructions,573,2
262,Ceiling fan,Huawei,House Items,2733,12
263,Super Mp3 player,Logitech,House Items,1820,9
264,Ultra Doorbell camera,ReMarkable,IT,355,11
265,Super Lift,Samsung,IT,1086,15
266,Super Clock,ReMarkable,IT,1800,9
267,Robotic vacuum cleaner,Yamaha,House Items,250,7
268,Microwave,Bosch,House Items,2818,2
269,Black Series Iron,Asus,IT,570,13
270,Wifi modem,Hama,House Items,1067,7
271,Black Series Fan,Nintendo,Appliance,275,12
272,Black Series Dishwasher,Nintendo,IT,684,7
273,Sewing machine,Samsung,IT,1672,11
274,Super Alarm clock,Toshiba,Appliance,1540,13
275,Clothes dryer,DeWalt,Constructions,2608,8
276,Black Series Grandfather clock,Lenovo,IT,2393,4
277,Super Tablet,Lenovo,IT,980,8
278,Ultra Walkie-talkie,Hama,IT,2731,2
279,Ultra Exhaust fan,Bosch,Constructions,1692,4
280,Ultra Grandfather clock,Lenovo,IT,1166,10
281,Electric frying pan,Logitech,House Items,2806,5
282,Black Series Clock,Samsung,IT,2860,10
283,Black Series Ceiling fan,Nokia,House Items,2136,8
284,Ultra Electric stove,Lenovo,Constructions,2621,2
285,Black Series Headset,Lenovo,Constructions,1240,1
286,Kettle,Logitech,IT,1867,10
287,Super Remote control,Apple,Appliance,1270,14
288,Clothes dryer,ReMarkable,Constructions,2407,9
289,Super Electric grill,Yamaha,House Items,2996,4
290,Super Air conditioner,Emerson,Constructions,1797,1
291,Super Mouse,Logitech,Appliance,1910,1
292,Black Series Watch,Emerson,House Items,437,4
293,Ultra Mp3 player,Lenovo,IT,1852,4
294,Black Series Speakers,Asus,Appliance,2186,10
295,Ultra Timer,Yamaha,House Items,327,8
296,Television,Bosch,Appliance,1610,4
297,Super Bread maker,Bosch,Appliance,1638,9
298,Black Series External hard drive,ReMarkable,IT,2896,14
299,Black Series Scale,Bosch,IT,1602,13
300,Ultra Lawn mower,Philips,House Items,2936,8
301,Super Washing machine,Samsung,House Items,241,2
302,Plotter,Nintendo,Appliance,1704,2
303,Black Series Printer,Emerson,IT,365,12
304,Black Series Water pumps,Lenovo,IT,656,7
305,Black Series Scale,Nintendo,Appliance,2013,3
306,Super Scanner,Samsung,Constructions,2716,8
307,Black Series Microphone,Logitech,Constructions,1103,14
308,Black Series Radiator,DeWalt,House Items,1370,4
309,Scanner,Emerson,House Items,1393,4
310,Ultra Plotter,Asus,Constructions,2991,8
311,Toaster,Samsung,Appliance,1553,2
312,Super Exhaust fan,Lenovo,Appliance,1576,15
313,Calculator,Toshiba,IT,470,2
314,Toaster,Lenovo,IT,972,6
315,Black Series Mouse,Toshiba,House Items,502,12
316,Scale,Asus,House Items,2829,11
317,Projector,Logitech,Constructions,539,5
318,Ultra Chandelier,Asus,House Items,188,10
319,Ultra Bread maker,ReMarkable,House Items,2295,6
320,USB drive,Samsung,Appliance,2726,10
321,Ultra Blender,Emerson,House Items,2306,11
322,Black Series Electric razor,Samsung,Constructions,416,10
323,Pressure cooker,Samsung,IT,1580,10
324,Black Series Projector,Hama,Appliance,211,2
325,Black Series Oil-free fryer,ReMarkable,Constructions,1003,6
326,Black Series Electric frying pan,Yamaha,House Items,2144,13
327,Ultra Lift,Bosch,House Items,1296,1
328,Black Series Blender,Nintendo,IT,2831,8
329,Ultra Toaster,Huawei,Constructions,2152,8
330,Robotic vacuum cleaner,Hama,House Items,2976,14
331,Wifi modem,Nintendo,Appliance,2807,4
332,Black Series Water purifier,Apple,Appliance,1264,7
333,Super USB drive,Lenovo,Appliance,2825,9
334,Black Series Reading lamp,Huawei,House Items,177,1
335,Super Dishwasher,Philips,IT,332,13
336,Black Series Webcam,Hama,IT,224,8
337,Super Monitor,Hama,Appliance,1068,11
338,Super Fan,Huawei,Appliance,1983,9
339,Kitchen scale,DeWalt,Appliance,385,7
340,Ultra Timer,Huawei,Appliance,128,14
341,Ultra Iron,Toshiba,House Items,401,7
342,Microwave,Asus,Constructions,1686,1
343,Radiator,DeWalt,Appliance,1294,12
344,Scale,Hama,IT,493,4
345,Ultra Vacuum cleaner,ReMarkable,House Items,2452,5
346,Black Series Oil-free fryer,DeWalt,IT,668,10
347,Super Juicer,Samsung,House Items,1133,6
348,Black Series Monitor,DeWalt,House Items,2368,13
349,Black Series Kitchen scale,Bosch,IT,2102,15
350,Black Series Sewing machine,Bosch,Appliance,1396,5
351,Ultra Pressure cooker,Emerson,IT,2759,12
352,Computer,Toshiba,House Items,2525,5
353,Black Series Pressure cooker,Bosch,IT,537,14
354,Bluetooth speaker,Emerson,IT,1792,2
355,Rice cooker,Nokia,Appliance,1849,13
356,Mosquito racket,ReMarkable,Appliance,2622,12
357,Black Series Washing machine,Logitech,Appliance,911,11
358,Super Vacuum cleaner,ReMarkable,IT,88,5
359,Black Series Backup charger,Huawei,Appliance,820,13
360,Black Series Timer,Toshiba,IT,2918,1
361,Bulb,Huawei,House Items,2550,3
362,Ultra Bulb,Lenovo,IT,698,13
363,Ultra Fish tank,Hama,IT,521,8
364,Black Series Kettle,Hama,IT,853,15
365,Super Sewing machine,Emerson,Constructions,2850,3
366,Black Series Bread maker,Philips,Appliance,2706,15
367,Super Bulb,Samsung,House Items,107,15
368,Black Series Hair dryer,Toshiba,Appliance,2774,13
369,Black Series Game controller,Philips,House Items,1088,9
370,Ultra Fish tank,Hama,Appliance,344,9
371,Super Electric frying pan,Toshiba,House Items,597,14
372,Super Timer,Nintendo,Appliance,2116,11
373,Ultra Washing machine,Emerson,Appliance,1309,5
374,Hair dryer,Lenovo,House Items,1074,6
375,Ultra Electric stove,Nokia,House Items,2732,13
376,Black Series Electric guitar,Huawei,IT,370,14
377,Super Bread maker,Toshiba,House Items,743,4
378,Super Safe,Nintendo,Constructions,2306,12
379,Black Series Computer,Bosch,IT,2434,8
380,Super Air conditioner,Apple,House Items,1746,14
381,Super Vacuum cleaner,Huawei,House Items,95,5
382,Earphones,Apple,Appliance,1406,12
383,Ultra Projector,Nintendo,Appliance,1895,7
384,Black Series Air conditioner,Samsung,IT,2605,12
385,Ultra Safe,Philips,House Items,1753,6
386,Hair dryer,Huawei,House Items,843,13
387,Super Plotter,Yamaha,IT,2836,7
388,Black Series Microwave,Hama,Appliance,1817,9
389,Super Water heater,Nintendo,Constructions,1917,8
390,Super Banknote counter,Philips,Constructions,2235,6
391,Ultra Headset,Yamaha,Constructions,1441,6
392,Black Series Timer,Huawei,Constructions,1312,8
393,Super Bread maker,Emerson,House Items,315,11
394,Ultra Dvd player,Nintendo,IT,1755,7
395,Super Doorbell camera,Yamaha,Appliance,1680,2
396,Super Webcam,Logitech,IT,755,11
397,Water heater,Yamaha,Appliance,1242,11
398,Black Series Mixer,Toshiba,IT,2652,1
399,Mp3 player,Nintendo,IT,647,5
400,Electric stove,Hama,IT,2427,7
401,Super Headset,Yamaha,Constructions,1855,1
402,Black Series Washing machine,Huawei,House Items,2495,5
403,Super Piano,Asus,Appliance,908,5
404,Webcam,Toshiba,Constructions,1391,8
405,Ultra Mosquito racket,Bosch,IT,2052,2
406,Remote control,Toshiba,Appliance,1525,11
407,Safe,DeWalt,IT,928,15
408,Ultra Drill,Asus,IT,156,7
409,Ultra Mp3 player,Samsung,IT,740,5
410,Black Series Printer,Apple,Appliance,436,9
411,Black Series Piano,Nintendo,Appliance,221,4
412,Projector,Lenovo,House Items,1676,6
413,Ultra Mixer,Huawei,Constructions,1870,4
414,Black Series Webcam,Nintendo,Constructions,1014,13
415,USB drive,Philips,Appliance,1081,8
416,Wall fan,DeWalt,Constructions,744,8
417,Black Series Juicer,DeWalt,IT,1748,11
418,Water purifier,Bosch,House Items,854,3
419,Ultra Fan,Nokia,Constructions,2995,5
420,Super Vacuum cleaner,Samsung,IT,841,5
421,Super Electric grill,Nokia,Appliance,504,9
422,Television,Yamaha,House Items,1131,7
423,Ultra Blender,Apple,Constructions,482,13
424,Ultra Refrigerator,Lenovo,Appliance,283,8
425,Black Series Coffee maker,Lenovo,House Items,2038,14
426,Alarm clock,Bosch,Appliance,256,1
427,Super Radiator,Huawei,Appliance,1508,15
428,Super Dishwasher,Nintendo,Appliance,2491,14
429,Black Series Fish tank,DeWalt,IT,1724,15
430,Ultra Washing machine,Nokia,Appliance,479,3
431,Black Series Monitor,Asus,Constructions,357,9
432,Black Series Facial cleansing machine,Huawei,IT,1838,1
433,Wifi modem,Yamaha,Constructions,557,13
434,Monitor,Nintendo,IT,563,9
435,Ultra Electric grill,Philips,Constructions,1847,12
436,Super Oven,Bosch,Appliance,1262,13
437,Laser printer,Hama,IT,1376,6
438,Black Series Piano,Yamaha,Appliance,653,6
439,Super Inkjet printer,Bosch,IT,1732,7
440,Black Series Remote control,Toshiba,Constructions,1650,12
441,Super Printer,Huawei,IT,2269,7
442,Oil-free fryer,Toshiba,IT,699,11
443,Super Hair straightening machine,DeWalt,Constructions,828,4
444,Super Electric frying pan,Emerson,Constructions,1590,12
445,Ultra Fan,Nokia,IT,990,5
446,Ultra Microwave,Nokia,IT,983,11
447,Electric frying pan,Philips,IT,2039,13
448,Black Series Smartphone,Logitech,House Items,687,11
449,Super Fish tank,DeWalt,House Items,389,15
450,Super Juicer,Philips,Constructions,394,10
451,Super Piano,Bosch,Appliance,2741,2
452,Black Series Scale,DeWalt,Constructions,685,1
453,Super Hair dryer,Toshiba,IT,764,9
454,Ultra Kettle,Emerson,Appliance,63,12
455,Super Banknote counter,Nintendo,House Items,1961,2
456,Ultra Refrigerator,Samsung,Appliance,1207,5
457,Ultra Drill,Toshiba,House Items,279,15
458,Super Hair dryer,Philips,Constructions,1782,10
459,Ultra Television,Bosch,House Items,2398,7
460,Super Timer,Toshiba,Constructions,330,15
461,Black Series Fish tank,Asus,IT,2881,13
462,Black Series Bluetooth speaker,Hama,IT,2619,10
463,Super Fish tank,Philips,IT,1942,11
464,Ultra Fax,Nokia,Constructions,2239,12
465,Black Series Mouse,Yamaha,House Items,244,3
466,Watch,Bosch,House Items,517,2
467,Black Series Clothes dryer,Bosch,Constructions,1754,11
468,Super Electric stove,Nintendo,IT,657,14
469,Car toy,Nintendo,IT,1768,8
470,Super Fish tank,Hama,Constructions,221,14
471,Alarm clock,Philips,Appliance,1962,7
472,Super Curling iron,Huawei,IT,2319,13
473,Pressure cooker,Nokia,Appliance,1609,10
474,Black Series Juicer,Apple,Appliance,801,5
475,Black Series Printer,Asus,Appliance,862,7
476,Black Series Pressure cooker,Hama,Constructions,984,10
477,Super Clothes dryer,ReMarkable,IT,232,6
478,Black Series Mouse,Bosch,House Items,778,9
479,Ultra Webcam,Logitech,Constructions,2413,6
480,Ultra Meat grinder,Samsung,House Items,2531,15
481,Super Mosquito racket,Toshiba,IT,1477,2
482,Black Series Car toy,Bosch,IT,2834,8
483,Super Curling iron,Emerson,House Items,1974,1
484,Radio,Philips,Appliance,2331,13
485,Black Series Chandelier,Nokia,Appliance,2182,10
486,Ultra Speakers,Logitech,Appliance,1580,14
487,Ultra Water heater,Philips,Constructions,2445,15
488,Sewing machine,Logitech,House Items,2636,3
489,Super Lift,Yamaha,IT,1262,3
490,Clothes dryer,DeWalt,IT,2004,12
491,Robotic vacuum cleaner,Logitech,Constructions,2051,4
492,Ultra Piano,Toshiba,Constructions,2112,3
493,Super Wifi modem,Bosch,Constructions,2473,4
494,Blender,Nokia,Appliance,1216,5
495,Black Series Timer,Huawei,Appliance,549,6
496,Ultra Doorbell camera,Bosch,House Items,1880,5
497,Monitor,Philips,IT,1072,10
498,Ultra Bread maker,Asus,House Items,2582,5
499,Washing machine,Logitech,House Items,352,15
500,Super Refrigerator,Yamaha,Appliance,60,4
501,Curling iron,Huawei,House Items,1873,12
502,Black Series Clock,ReMarkable,Appliance,2044,4
503,Black Series Curling iron,Asus,Constructions,1484,2
504,Black Series Earphones,Apple,House Items,1874,6
505,Fan,Nokia,IT,2325,9
506,Ultra Digital camera,Huawei,House Items,1867,12
507,Ultra Ceiling fan,Hama,House Items,2954,3
508,Black Series Air purifier,Samsung,IT,2791,14
509,Digital camera,DeWalt,IT,1078,9
510,Ultra Timer,Nokia,House Items,174,12
511,Super Computer,Nokia,Appliance,263,13
512,Water purifier,Emerson,Constructions,1063,13
513,Ultra Coffee maker,Huawei,Constructions,2134,15
514,Black Series Piano,Logitech,Appliance,2826,14
515,Black Series Lift,ReMarkable,Constructions,2754,11
516,Smart television,Nintendo,Constructions,1730,8
517,Ultra Mouse,Yamaha,IT,2018,5
518,Black Series External hard drive,Logitech,Constructions,2624,10
519,Ultra Grandfather clock,DeWalt,Appliance,1776,8
520,Electric stove,DeWalt,IT,2970,1
521,Ultra Fax,Nokia,Constructions,1262,7
522,Ultra iPod,Toshiba,Constructions,2519,13
523,Black Series Webcam,Logitech,Appliance,775,14
524,Pressure cooker,Emerson,Constructions,2438,12
525,Fish tank,Logitech,House Items,2098,9
526,Ultra Electric stove,Hama,IT,2112,4
527,Ultra Bread maker,Samsung,Appliance,487,12
528,Iron,Bosch,House Items,2628,8
529,Black Series Electric stove,DeWalt,Appliance,1901,1
530,Ultra Robotic vacuum cleaner,Huawei,IT,593,3
531,Clothes dryer,Philips,Constructions,1985,7
532,Ultra Headset,Nintendo,Appliance,1230,14
533,Electric stove,Lenovo,Appliance,773,14
534,Super Printer,Logitech,House Items,2305,14
535,Black Series Curling iron,Bosch,Constructions,2939,9
536,Super Microphone,DeWalt,IT,1205,15
537,Super Microphone,ReMarkable,Appliance,1081,4
538,Super Electric guitar,Asus,Constructions,1902,5
539,Black Series Ceiling fan,Hama,Constructions,2418,6
540,Ultra Grandfather clock,Logitech,House Items,1522,9
541,Ultra Juicer,Apple,Constructions,1747,10
542,Black Series Electric stove,Logitech,IT,909,10
543,Black Series Computer,Huawei,Constructions,1826,4
544,Ultra Vacuum cleaner,Asus,Appliance,837,8
545,Ultra Television,Hama,Appliance,1860,9
546,Black Series Watch,ReMarkable,Appliance,200,8
547,Black Series Clock,ReMarkable,House Items,2565,15
548,Black Series Copier,Nokia,IT,876,14
549,Ultra Rice cooker,Philips,IT,2508,12
550,Kitchen scale,Toshiba,House Items,886,9
551,Black Series Rice cooker,Logitech,Constructions,1337,4
552,Microwave,Philips,House Items,2470,4
553,Black Series Oil-free fryer,Nokia,House Items,2178,3
554,Black Series Scale,Nokia,House Items,878,11
555,Ultra Inkjet printer,Hama,Appliance,1483,3
556,Super Tablet,Toshiba,IT,1592,13
557,Super Printer,Nintendo,IT,1713,1
558,Earphones,Bosch,Constructions,528,13
559,Super Hair dryer,Hama,Appliance,80,9
560,Walkie-talkie,ReMarkable,IT,2179,5
561,Super Blender,ReMarkable,Constructions,185,1
562,Ultra Speakers,Nokia,IT,853,13
563,Super Alarm clock,Toshiba,Appliance,2510,6
564,Black Series Car toy,Nintendo,Constructions,1239,12
565,Smart television,Asus,IT,1191,1
566,Super Game controller,Logitech,Constructions,598,13
567,Ultra Plotter,DeWalt,Constructions,1006,1
